Rank,Locid,RO,ST,City,Airport Name,Svc Lvl,Hub,CY 06 Scheduled Boardings,CY 06 Unscheduled Boardings,CY 06 Total  Boardings
1950.0,FKR,GL,IN,Frankfort,Frankfort Municipal,GA,-,0.0,3.0,3.0
1952.0,FRH,GL,IN,French Lick,French Lick Municipal,GA,-,0.0,3.0,3.0
1973.0,MZZ,GL,IN,Marion,Marion Municipal,GA,-,0.0,3.0,3.0
2034.0,CFJ,GL,IN,Crawfordsville,Crawfordsville Municipal,GA,-,0.0,2.0,2.0
2157.0,I22,GL,IN,Winchester,Randolph County,GA,-,0.0,1.0,1.0
100.0,ICT,CE,KS,Wichita,Wichita Mid-Continent,P,S,703624.0,6756.0,710380.0
342.0,FOE,CE,KS,Topeka,Forbes Field,P,N,9639.0,8285.0,17924.0
355.0,MHK,CE,KS,Manhattan,Manhattan Regional,P,N,10860.0,4109.0,14969.0
379.0,GCK,CE,KS,Garden City,Garden City Regional,P,N,10431.0,1172.0,11603.0
396.0,HYS,CE,KS,Hays,Hays Regional,P,N,9439.0,835.0,10274.0
448.0,DDC,CE,KS,Dodge City,Dodge City Regional,CS,-,5019.0,1318.0,6337.0
454.0,LBL,CE,KS,Liberal,Liberal Mid-America Regional,CS,-,3984.0,1949.0,5933.0
543.0,SLN,CE,KS,Salina,Salina Municipal,CS,-,1854.0,1023.0,2877.0
687.0,GBD,CE,KS,Great Bend,Great Bend Municipal,GA,-,815.0,273.0,1088.0
829.0,IDP,CE,KS,Independence,Independence Municipal,GA,-,0.0,265.0,265.0
838.0,IXD,CE,KS,Olathe,New Century Aircenter,GA,-,0.0,242.0,242.0
880.0,GLD,CE,KS,Goodland,Renner Field /Goodland Municipal/,GA,-,0.0,186.0,186.0
933.0,CBK,CE,KS,Colby,Shalz Field,GA,-,0.0,132.0,132.0
958.0,OJC,CE,KS,Olathe,Johnson County Executive,GA,-,0.0,115.0,115.0
982.0,WLD,CE,KS,Winfield,Strother Field,GA,-,0.0,100.0,100.0
985.0,IAB,CE,KS,Wichita,McConnell AFB,GA,-,0.0,98.0,98.0
1086.0,MEJ,CE,KS,Meade,Meade Municipal,GA,-,0.0,54.0,54.0
1122.0,OEL,CE,KS,Oakley,Oakley Municipal,GA,-,0.0,47.0,47.0
1149.0,TQK,CE,KS,Scott City,Scott City Municipal,GA,-,0.0,42.0,42.0
1150.0,AAO,CE,KS,Wichita,Colonel James Jabara,GA,-,0.0,41.0,41.0
1173.0,ADT,CE,KS,Atwood,Atwood-Rawlins County City-County,GA,-,0.0,38.0,38.0
1229.0,SYF,CE,KS,St. Francis,Cheyenne County Municipal,GA,-,0.0,30.0,30.0
1245.0,CFV,CE,KS,Coffeyville,Coffeyville Municipal,GA,-,0.0,27.0,27.0
1274.0,EWK,CE,KS,Newton,Newton-City-County,GA,-,0.0,24.0,24.0
1284.0,CNU,CE,KS,Chanute,Chanute Martin Johnson,GA,-,0.0,23.0,23.0
1281.0,36K,CE,KS,Lakin,Lakin,GA,-,0.0,23.0,23.0
1289.0,OIN,CE,KS,Oberlin,Oberlin Municipal,GA,-,0.0,23.0,23.0
1336.0,NRN,CE,KS,Norton,Norton Municipal,GA,-,0.0,19.0,19.0
1355.0,33K,CE,KS,Kinsley,Kinsley Municipal,GA,-,0.0,17.0,17.0
1377.0,3K8,CE,KS,Coldwater,Comanche County,GA,-,0.0,16.0,16.0
1372.0,1F5,CE,KS,Hoxie,Hoxie-Sheridan County,GA,-,0.0,16.0,16.0
1373.0,1K9,CE,KS,Satanta,Satanta Municipal,GA,-,0.0,16.0,16.0
1406.0,HUT,CE,KS,Hutchinson,Hutchinson Municipal,GA,-,0.0,15.0,15.0
1422.0,2K3,CE,KS,Johnson,Stanton County Municipal,GA,-,0.0,14.0,14.0
1442.0,ULS,CE,KS,Ulysses,Ulysses,GA,-,0.0,14.0,14.0
1447.0,3K3,CE,KS,Syracuse,Syracuse-Hamilton County Municipal,GA,-,0.0,13.0,13.0
1480.0,HQG,CE,KS,Hugoton,Hugoton Municipal,GA,-,0.0,12.0,12.0
1468.0,5K2,CE,KS,Tribune,Tribune Municipal,GA,-,0.0,12.0,12.0
1465.0,0H1,CE,KS,Wakeeney,Trego Wakeeney,GA,-,0.0,12.0,12.0
1513.0,LWC,CE,KS,Lawrence,Lawrence Municipal,GA,-,0.0,11.0,11.0
1493.0,3K7,CE,KS,Leoti,Mark Hoard Memorial,GA,-,0.0,11.0,11.0
1515.0,MPR,CE,KS,McPherson,McPherson,GA,-,0.0,11.0,11.0
1550.0,LQR,CE,KS,Larned,Larned-Pawnee County,GA,-,0.0,10.0,10.0
1570.0,48K,CE,KS,Ness City,Ness City Municipal,GA,-,0.0,9.0,9.0
1700.0,CYW,CE,KS,Clay Center,Clay Center Municipal,GA,-,0.0,6.0,6.0
1709.0,HLC,CE,KS,Hill City,Hill City Municipal,GA,-,0.0,6.0,6.0
1740.0,TOP,CE,KS,Topeka,Philip Billard Municipal,GA,-,0.0,6.0,6.0
1796.0,K88,CE,KS,Iola,Allen County,GA,-,0.0,5.0,5.0
1812.0,RSL,CE,KS,Russell,Russell Municipal,GA,-,0.0,5.0,5.0
1834.0,1K7,CE,KS,Fredonia,Fredonia,GA,-,0.0,4.0,4.0
1900.0,PPF,CE,KS,Parsons,Tri-City,GA,-,0.0,4.0,4.0
1984.0,RPB,CE,KS,Belleville,Belleville Municipal,GA,-,0.0,3.0,3.0
1963.0,K61,CE,KS,Beloit,Moritz Memorial,GA,-,0.0,3.0,3.0
1945.0,EHA,CE,KS,Elkhart,Elkhart-Morton County,GA,-,0.0,3.0,3.0
1946.0,EMP,CE,KS,Emporia,Emporia Municipal,GA,-,0.0,3.0,3.0
1953.0,FRI,CE,KS,Fort Riley,Marshall AAF,GA,-,0.0,3.0,3.0
1962.0,K51,CE,KS,Medicine Lodge,Medicine Lodge,GA,-,0.0,3.0,3.0
1964.0,K75,CE,KS,Osborne,Osborne Municipal,GA,-,0.0,3.0,3.0
1980.0,PTS,CE,KS,Pittsburg,Atkinson Municipal,GA,-,0.0,3.0,3.0
2063.0,K78,CE,KS,Abilene,Abilene Municipal,GA,-,0.0,2.0,2.0
2037.0,CNK,CE,KS,Concordia,Blosser Municipal,GA,-,0.0,2.0,2.0
2003.0,3JC,CE,KS,Junction City,Freeman Field,GA,-,0.0,2.0,2.0
2084.0,PTT,CE,KS,Pratt,Pratt Industrial,GA,-,0.0,2.0,2.0
2128.0,9K7,CE,KS,Ellsworth,Ellsworth Municipal,GA,-,0.0,1.0,1.0
2124.0,6KS6,CE,KS,Kiowa,Kiowa,GA,-,0.0,1.0,1.0
2159.0,K71,CE,KS,Lincoln,Lincoln Municipal,GA,-,0.0,1.0,1.0
2193.0,TKO,CE,KS,Mankato,Mankato,GA,-,0.0,1.0,1.0
2109.0,2K7,CE,KS,Neodesha,Neodesha Municipal,GA,-,0.0,1.0,1.0
2182.0,PHG,CE,KS,Phillipsburg,Phillipsburg Municipal,GA,-,0.0,1.0,1.0
2160.0,K82,CE,KS,Smith Center,Smith Center Municipal,GA,-,0.0,1.0,1.0
2115.0,3TA,CE,KS,Stafford,Stafford Municipal,GA,-,0.0,1.0,1.0
2122.0,69K,CE,KS,Wamego,Wamego Municipal,GA,-,0.0,1.0,1.0
30.0,CVG,SO,KY,Covington,Cincinnati/Northern Kentucky International,P,L,7962054.0,22020.0,7984074.0
68.0,SDF,SO,KY,Louisville,Louisville International-Standiford Field,P,S,1818486.0,17774.0,1836260.0
118.0,LEX,SO,KY,Lexington,Blue Grass,P,S,501131.0,3656.0,504787.0
311.0,PAH,SO,KY,Paducah,Barkley Regional,P,N,26697.0,45.0,26742.0
482.0,OWB,SO,KY,Owensboro,Owensboro-Daviess County,CS,-,4633.0,47.0,4680.0
596.0,HOP,SO,KY,Fort Campbell,Campbell AAF (Fort Campbell),GA,-,0.0,2102.0,2102.0
825.0,BWG,SO,KY,Bowling Green,Bowling Green-Warren County Regional,GA,-,0.0,273.0,273.0
1006.0,LOU,SO,KY,Louisville,Bowman Field,GA,-,0.0,84.0,84.0
1182.0,FFT,SO,KY,Frankfort,Capital City,GA,-,0.0,37.0,37.0
1185.0,FGX,SO,KY,Flemingsburg,Fleming-Mason,GA,-,0.0,36.0,36.0
1200.0,M21,SO,KY,Greenville,Muhlenberg County,GA,-,0.0,34.0,34.0
1253.0,HVC,SO,KY,Hopkinsville,Hopkinsville-Christian County,GA,-,0.0,26.0,26.0
1285.0,DWU,SO,KY,Worthington,Ashland Regional,GA,-,0.0,23.0,23.0
1358.0,EHR,SO,KY,Henderson,Henderson City-County,GA,-,0.0,17.0,17.0
1385.0,DVK,SO,KY,Danville,Stuart Powell Field,GA,-,0.0,16.0,16.0
1429.0,K22,SO,KY,Debord,Big Sandy Regional,GA,-,0.0,14.0,14.0
1421.0,27K,SO,KY,Georgetown,Georgetown Scott County - Marshall Field,GA,-,0.0,14.0,14.0
1430.0,K24,SO,KY,Jamestown,Russell County,GA,-,0.0,14.0,14.0
1425.0,CEY,SO,KY,Murray,Kyle-Oakley Field,GA,-,0.0,14.0,14.0
1437.0,PBX,SO,KY,Pikeville,Pike County-Hatcher Field,GA,-,0.0,14.0,14.0
1457.0,LOZ,SO,KY,London,London-Corbin Airport-Magee Field,GA,-,0.0,13.0,13.0
1507.0,GLW,SO,KY,Glasgow,Glasgow Municipal,GA,-,0.0,11.0,11.0
1494.0,6I2,SO,KY,Springfield,Lebanon-Springfield,GA,-,0.0,11.0,11.0
1585.0,K20,SO,KY,Hazard,Wendell H Ford,GA,-,0.0,9.0,9.0
1596.0,SME,SO,KY,Somerset,Somerset-Pulaski County-J.T. Wilson Field,GA,-,0.0,9.0,9.0
1669.0,M34,SO,KY,Gilbertsville,Kentucky Dam State Park,GA,-,0.0,7.0,7.0
1689.0,4M7,SO,KY,Russellville,Russellville-Logan County,GA,-,0.0,6.0,6.0
1747.0,2I0,SO,KY,Madisonville,Madisonville Municipal,GA,-,0.0,5.0,5.0
1849.0,AAS,SO,KY,Campbellsville,Taylor County,GA,-,0.0,4.0,4.0
1874.0,I39,SO,KY,Richmond,Madison,GA,-,0.0,4.0,4.0
2169.0,M25,SO,KY,Mayfield,Mayfield Graves County,GA,-,0.0,1.0,1.0
2158.0,IOB,SO,KY,Mount Sterling,Mount Sterling-Montgomery County,GA,-,0.0,1.0,1.0
56.0,MSY,SW,LA,Metairie,Louis Armstrong New Orleans International,P,M,3110995.0,16968.0,3127963.0
114.0,BTR,SW,LA,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,S,522083.0,4915.0,526998.0
146.0,SHV,SW,LA,Shreveport,Shreveport Regional,P,N,303283.0,3549.0,306832.0
171.0,LFT,SW,LA,Lafayette,Lafayette Regional,P,N,205887.0,1216.0,207103.0
202.0,AEX,SW,LA,Alexandria,Alexandria International,P,N,118917.0,18366.0,137283.0
210.0,MLU,SW,LA,Monroe,Monroe Regional,P,N,110143.0,976.0,111119.0
255.0,LCH,SW,LA,Lake Charles,Lake Charles Regional,P,N,55096.0,1024.0,56120.0
361.0,PTN,SW,LA,Patterson,Harry P Williams Memorial,GA,-,0.0,14144.0,14144.0
695.0,BAD,SW,LA,Bossier City,Barksdale AFB,GA,-,0.0,1020.0,1020.0
833.0,NBG,SW,LA,New Orleans,New Orleans NAS Jrb/Alvin Callender Field/,GA,-,0.0,256.0,256.0
1154.0,RSN,SW,LA,Ruston,Ruston Regional,GA,-,0.0,41.0,41.0
1247.0,IER,SW,LA,Natchitoches,Natchitoches Regional,GA,-,0.0,27.0,27.0
1518.0,NEW,SW,LA,New Orleans,Lakefront,GA,-,0.0,11.0,11.0
1624.0,HDC,SW,LA,Hammond,Hammond Northshore Regional,GA,-,0.0,8.0,8.0
1873.0,HUM,SW,LA,Houma,Houma-Terrebonne,GA,-,0.0,4.0,4.0
1934.0,ASD,SW,LA,Slidell,Slidell,GA,-,0.0,3.0,3.0
1994.0,0R3,SW,LA,Abbeville,Abbeville Chris Crusta Memorial,GA,-,0.0,2.0,2.0
2056.0,GNI,SW,LA,Grand Isle,Grand Isle,GA,-,0.0,2.0,2.0
2004.0,3R4,SW,LA,Many,Hart,GA,-,0.0,2.0,2.0
2044.0,DTN,SW,LA,Shreveport,Shreveport Downtown,GA,-,0.0,2.0,2.0
2065.0,L83,SW,LA,Terrebonne (Parish),Thibodaux Municipal,GA,-,0.0,2.0,2.0
2163.0,L38,SW,LA,Gonzales,Louisiana Regional,GA,-,0.0,1.0,1.0
19.0,BOS,NE,MA,Boston,General Edward Lawrence Logan International,P,L,13447961.0,96591.0,13544552.0
154.0,ACK,NE,MA,Nantucket,Nantucket Memorial,P,N,270818.0,6048.0,276866.0
172.0,HYA,NE,MA,Hyannis,Barnstable Municipal-Boardman/Polando Field,P,N,203281.0,3699.0,206980.0
266.0,MVY,NE,MA,Vineyard Haven,Marthas Vineyard,P,N,45333.0,548.0,45881.0
354.0,EWB,NE,MA,New Bedford,New Bedford Regional,P,N,15198.0,13.0,15211.0
357.0,ORH,NE,MA,Worcester,Worcester Regional,P,N,13787.0,1036.0,14823.0
359.0,BED,NE,MA,Bedford,Laurence G Hanscom Field,P,N,8644.0,5916.0,14560.0
382.0,PVC,NE,MA,Provincetown,Provincetown Municipal,P,N,11284.0,91.0,11375.0
586.0,CEF,NE,MA,Springfield/Chicopee,Westover ARB/Metropolitan,GA,-,0.0,2193.0,2193.0
874.0,FMH,NE,MA,Falmouth,Otis ANGB,GA,-,0.0,197.0,197.0
1034.0,BVY,NE,MA,Beverly,Beverly Municipal,GA,-,0.0,72.0,72.0
1169.0,LWM,NE,MA,Lawrence,Lawrence Municipal,GA,-,0.0,39.0,39.0
1277.0,PSF,NE,MA,Pittsfield,Pittsfield Municipal,GA,-,0.0,24.0,24.0
1329.0,BAF,NE,MA,Westfield,Barnes Municipal,GA,-,0.0,19.0,19.0
1369.0,PYM,NE,MA,Plymouth,Plymouth Municipal,GA,-,0.0,17.0,17.0
1534.0,AQW,NE,MA,North Adams,Harriman-And-West,GA,-,0.0,10.0,10.0
1575.0,CQX,NE,MA,Chatham,Chatham Municipal,GA,-,0.0,9.0,9.0
1753.0,7B2,NE,MA,Northampton,Northampton,GA,-,0.0,5.0,5.0
1897.0,OWD,NE,MA,Norwood,Norwood Memorial,GA,-,0.0,4.0,4.0
1894.0,ORE,NE,MA,Orange,Orange Municipal,GA,-,0.0,4.0,4.0
1931.0,9B1,NE,MA,Marlboro,Marlboro,GA,-,0.0,3.0,3.0
2055.0,GHG,NE,MA,Marshfield,Marshfield Municipal - George Harlow Field,GA,-,0.0,2.0,2.0
2149.0,GBR,NE,MA,Great Barrington,Walter J. Koladza,GA,-,0.0,1.0,1.0
22.0,BWI,EA,MD,Glen Burnie,Baltimore/Washington International Thurgood Marshal,P,L,10227726.0,69881.0,10297607.0
247.0,SBY,EA,MD,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,62242.0,14.0,62256.0
456.0,HGR,EA,MD,Hagerstown,Hagerstown Regional-Richard A Henson Field,CS,-,5805.0,72.0,5877.0
508.0,ADW,EA,MD,Camp Springs,Andrews AFB,GA,-,99.0,3606.0,3705.0
646.0,NHK,EA,MD,Patuxent River Naval Air Test Center,Patuxent River NAS/Trapnell Field/,GA,-,0.0,1524.0,1524.0
778.0,ESN,EA,MD,Easton,Easton/Newnam Field,GA,-,0.0,444.0,444.0
839.0,MTN,EA,MD,Middle River,Martin State,GA,-,0.0,242.0,242.0
1196.0,W00,EA,MD,Mitchellville,Freeway,GA,-,0.0,35.0,35.0
1276.0,OXB,EA,MD,Ocean City,Ocean City Municipal,GA,-,0.0,24.0,24.0
1346.0,GAI,EA,MD,Gaithersburg,Montgomery County Airpark,GA,-,0.0,18.0,18.0
1424.0,ANP,EA,MD,Annapolis,Lee,GA,-,0.0,14.0,14.0
1601.0,W41,EA,MD,Crisfield,Crisfield Municipal,GA,-,0.0,9.0,9.0
1618.0,CGE,EA,MD,Cambridge,Cambridge-Dorchester,GA,-,0.0,8.0,8.0
1665.0,FME,EA,MD,Odenton,Tipton,GA,-,0.0,7.0,7.0
1661.0,DMW,EA,MD,Westminster,Carroll County Regional/Jack B Poage Field,GA,-,0.0,7.0,7.0
1779.0,FDK,EA,MD,Frederick,Frederick Municipal,GA,-,0.0,5.0,5.0
2032.0,CBE,EA,MD,Cumberland,Greater Cumberland Regional,GA,-,0.0,2.0,2.0
2071.0,MD31,EA,MD,Forest Hill,Forest Hill,GA,-,0.0,2.0,2.0
2000.0,2W5,EA,MD,Indian Head,Maryland,GA,-,0.0,2.0,2.0
1998.0,2G4,EA,MD,Oakland,Garrett County,GA,-,0.0,2.0,2.0
102.0,PWM,NE,ME,Portland,Portland International Jetport,P,S,708306.0,1836.0,710142.0
131.0,BGR,NE,ME,Bangor,Bangor International,P,S,208071.0,203281.0,411352.0
347.0,PQI,NE,ME,Presque Isle,Northern Maine Regional Airport at Presque Isle,P,N,16269.0,260.0,16529.0
364.0,RKD,NE,ME,Rockland,Knox County Regional,P,N,5666.0,8270.0,13936.0
397.0,BHB,NE,ME,Bar Harbor,Hancock County-Bar Harbor,P,N,9837.0,419.0,10256.0
465.0,AUG,NE,ME,Augusta,Augusta State,CS,-,4589.0,460.0,5049.0
605.0,70B,NE,ME,Millinocket,Millinocket,GA,-,0.0,2000.0,2000.0
797.0,LEW,NE,ME,Auburn,Auburn/Lewiston Municipal,GA,-,0.0,369.0,369.0
941.0,57B,NE,ME,Islesboro,Islesboro,GA,-,0.0,127.0,127.0
964.0,NHZ,NE,ME,Brunswick,Brunswick NAS,GA,-,0.0,109.0,109.0
1062.0,MLT,NE,ME,Millinocket,Millinocket Municipal,GA,-,0.0,63.0,63.0
1158.0,FVE,NE,ME,Frenchville,Northern Aroostook Regional,GA,-,0.0,40.0,40.0
1167.0,EPM,NE,ME,Eastport,Eastport Municipal,GA,-,0.0,39.0,39.0
1175.0,CAR,NE,ME,Caribou,Caribou Municipal,GA,-,0.0,38.0,38.0
1213.0,3B1,NE,ME,Greenville,Greenville Municipal,GA,-,0.0,31.0,31.0
1220.0,B19,NE,ME,Biddeford,Biddeford Municipal,GA,-,0.0,30.0,30.0
1235.0,IWI,NE,ME,Wiscasset,Wiscasset,GA,-,0.0,29.0,29.0
1256.0,PNN,NE,ME,Princeton,Princeton Municipal,GA,-,0.0,26.0,26.0
1263.0,IZG,NE,ME,Fryeburg,Eastern Slopes Regional,GA,-,0.0,25.0,25.0
1310.0,MVM,NE,ME,Machias,Machias Valley,GA,-,0.0,21.0,21.0
1338.0,SFM,NE,ME,Sanford,Sanford Regional,GA,-,0.0,19.0,19.0
1349.0,OLD,NE,ME,Old Town,"Dewitt Field,Old Town Municipal",GA,-,0.0,18.0,18.0
1379.0,5ME,NE,ME,Naples,Brandy Pond,GA,-,0.0,16.0,16.0
1375.0,2B7,NE,ME,Pittsfield,Pittsfield Municipal,GA,-,0.0,16.0,16.0
1454.0,HUL,NE,ME,Houlton,Houlton International,GA,-,0.0,13.0,13.0
1470.0,8B0,NE,ME,Rangeley,Steven A. Bean Municipal,GA,-,0.0,12.0,12.0
1649.0,WVL,NE,ME,Waterville,Waterville Robert Lafleur,GA,-,0.0,8.0,8.0
1696.0,BST,NE,ME,Belfast,Belfast Municipal,GA,-,0.0,6.0,6.0
1832.0,0B1,NE,ME,Bethel,Bethel Regional,GA,-,0.0,4.0,4.0
1881.0,ME16,NE,ME,Limestone,Loring International,GA,-,0.0,4.0,4.0
1921.0,1B0,NE,ME,Dexter,Dexter Regional,GA,-,0.0,3.0,3.0
2181.0,OWK,NE,ME,Norridgewock,Central Maine Airport of Norridgewock,GA,-,0.0,1.0,1.0
11.0,DTW,GL,MI,Detroit,Detroit Metropolitan Wayne County,P,L,17387122.0,96346.0,17483468.0
87.0,GRR,GL,MI,Grand Rapids,Gerald R. Ford International,P,S,1002782.0,2804.0,1005586.0
113.0,FNT,GL,MI,Flint,Bishop International,P,S,532559.0,121.0,532680.0
151.0,LAN,GL,MI,Lansing,Capital City,P,N,283922.0,2436.0,286358.0
170.0,TVC,GL,MI,Traverse City,Cherry Capital,P,N,207671.0,849.0,208520.0
174.0,AZO,GL,MI,Kalamazoo,Kalamazoo/Battle Creek International,P,N,205415.0,222.0,205637.0
177.0,MBS,GL,MI,Saginaw,MBS International,P,N,188968.0,11182.0,200150.0
238.0,SAW,GL,MI,Gwinn,Sawyer International,P,N,68537.0,88.0,68625.0
287.0,MKG,GL,MI,Muskegon,Muskegon County,P,N,35813.0,124.0,35937.0
295.0,PLN,GL,MI,Pellston,Pellston Regional Airport of Emmet County,P,N,32707.0,374.0,33081.0
308.0,CMX,GL,MI,Hancock,Houghton County Memorial,P,N,27179.0,53.0,27232.0
362.0,CVX,GL,MI,Charlevoix,Charlevoix Municipal,P,N,1320.0,12813.0,14133.0
369.0,CIU,GL,MI,Sault Ste. Marie,Chippewa County International,P,N,13499.0,127.0,13626.0
392.0,6Y8,GL,MI,Beaver Island,Welke,GA,-,0.0,10500.0,10500.0
401.0,ESC,GL,MI,Escanaba,Delta County,P,N,9267.0,752.0,10019.0
426.0,APN,GL,MI,Alpena,Alpena County Regional,CS,-,7845.0,132.0,7977.0
430.0,IMT,GL,MI,Iron Mountain,Ford,CS,-,7813.0,46.0,7859.0
497.0,MGN,GL,MI,Harbor Springs,Harbor Springs,GA,-,0.0,4014.0,4014.0
528.0,IWD,GL,MI,Ironwood,Gogebic-Iron County,CS,-,3306.0,12.0,3318.0
530.0,PTK,GL,MI,Pontiac,Oakland County International,GA,-,0.0,3285.0,3285.0
549.0,MBL,GL,MI,Manistee,Manistee County-Blacker,CS,-,2765.0,34.0,2799.0
593.0,YIP,GL,MI,Detroit,Willow Run,GA,-,0.0,2130.0,2130.0
647.0,MTC,GL,MI,Mount Clemens,Selfridge Angb,GA,-,0.0,1510.0,1510.0
710.0,GLR,GL,MI,Gaylord,Gaylord Regional,GA,-,0.0,817.0,817.0
748.0,BIV,GL,MI,Holland,Tulip City,GA,-,0.0,567.0,567.0
760.0,SJX,GL,MI,Beaver Island,Beaver Island,GA,-,0.0,504.0,504.0
814.0,DET,GL,MI,Detroit,Coleman A. Young Municipal,GA,-,0.0,313.0,313.0
864.0,BTL,GL,MI,Battle Creek,W K Kellogg,GA,-,0.0,206.0,206.0
970.0,SLH,GL,MI,Cheboygan,Cheboygan County,GA,-,0.0,106.0,106.0
986.0,VLL,GL,MI,Troy,Oakland/Troy,GA,-,0.0,98.0,98.0
995.0,CAD,GL,MI,Cadillac,Wexford County,GA,-,0.0,90.0,90.0
1013.0,PHN,GL,MI,Port Huron,St Clair County International,GA,-,0.0,80.0,80.0
1026.0,PZQ,GL,MI,Rogers City,Presque Isle County,GA,-,0.0,75.0,75.0
1076.0,BEH,GL,MI,Benton Harbor,Southwest Michigan Regional,GA,-,16.0,42.0,58.0
1102.0,ACB,GL,MI,Bellaire,Antrim County,GA,-,0.0,50.0,50.0
1128.0,4D0,GL,MI,Grand Ledge,Abrams Municipal,GA,-,0.0,45.0,45.0
1134.0,ARB,GL,MI,Ann Arbor,Ann Arbor Municipal,GA,-,0.0,44.0,44.0
1170.0,MCD,GL,MI,Mackinac Island,Mackinac Island,GA,-,0.0,39.0,39.0
1183.0,TTF,GL,MI,Monroe,Custer,GA,-,0.0,37.0,37.0
1224.0,JXN,GL,MI,Jackson,Jackson County-Reynolds Field,GA,-,0.0,30.0,30.0
1262.0,HTL,GL,MI,Houghton Lake,Roscommon County - Blodgett Memorial,GA,-,0.0,25.0,25.0
1273.0,DUH,GL,MI,Lambertville,Toledo Suburban,GA,-,0.0,24.0,24.0
1282.0,8D4,GL,MI,Sparta,Paul C. Miller-Sparta,GA,-,0.0,23.0,23.0
1300.0,GDW,GL,MI,Gladwin,Gladwin Zettel Memorial,GA,-,0.0,22.0,22.0
1339.0,TEW,GL,MI,Mason,Mason Jewett Field,GA,-,0.0,19.0,19.0
1335.0,MNM,GL,MI,Menominee,Menominee-Marinette Twin County,GA,-,0.0,19.0,19.0
1342.0,6D9,GL,MI,East Tawas,Iosco County,GA,-,0.0,18.0,18.0
1388.0,FKS,GL,MI,Frankfort,Frankfort Dow Memorial Field,GA,-,0.0,16.0,16.0
1423.0,ANJ,GL,MI,Sault Ste. Marie,Sault Ste Marie Municipal/Sanderson Field,GA,-,0.0,14.0,14.0
1446.0,3CM,GL,MI,Bay City,James Clements Municipal,GA,-,0.0,13.0,13.0
1458.0,OEB,GL,MI,Coldwater,Branch County Memorial,GA,-,0.0,13.0,13.0
1477.0,FPK,GL,MI,Charlotte,Fitch H Beach,GA,-,0.0,12.0,12.0
1568.0,3GM,GL,MI,Grand Haven,Grand Haven Memorial Airpark,GA,-,0.0,9.0,9.0
1641.0,RQB,GL,MI,Big Rapids,Roben-Hood,GA,-,0.0,8.0,8.0
1627.0,LDM,GL,MI,Ludington,Mason County,GA,-,0.0,8.0,8.0
1628.0,LWA,GL,MI,South Haven,South Haven Area Regional,GA,-,0.0,8.0,8.0
1656.0,ADG,GL,MI,Adrian,Lenawee County,GA,-,0.0,7.0,7.0
1660.0,D98,GL,MI,Romeo,Romeo State,GA,-,0.0,7.0,7.0
1715.0,JYM,GL,MI,Hillsdale,Hillsdale Municipal,GA,-,0.0,6.0,6.0
1701.0,D95,GL,MI,Lapeer,Dupont-Lapeer,GA,-,0.0,6.0,6.0
1711.0,HYX,GL,MI,Saginaw,Saginaw County H.W. Browne,GA,-,0.0,6.0,6.0
1762.0,BAX,GL,MI,Bad Axe,Huron County Memorial,GA,-,0.0,5.0,5.0
1784.0,GOV,GL,MI,Grayling,Grayling AAF,GA,-,0.0,5.0,5.0
1795.0,ISQ,GL,MI,Manistique,Schoolcraft County,GA,-,0.0,5.0,5.0
1749.0,3BS,GL,MI,Midland,Jack Barstow,GA,-,0.0,5.0,5.0
1801.0,MOP,GL,MI,Mount Pleasant,Mount Pleasant Municipal,GA,-,0.0,5.0,5.0
1872.0,HLM,GL,MI,Holland,Park Township,GA,-,0.0,4.0,4.0
1919.0,Y70,GL,MI,Ionia,Ionia County,GA,-,0.0,4.0,4.0
1927.0,6D6,GL,MI,Greenville,Greenville Municipal,GA,-,0.0,3.0,3.0
1961.0,IRS,GL,MI,Sturgis,Kirsch Municipal,GA,-,0.0,3.0,3.0
2005.0,3TR,GL,MI,Niles,Jerry Tyler Memorial,GA,-,0.0,2.0,2.0
2125.0,83D,GL,MI,St. Ignace,Mackinac County,GA,-,0.0,1.0,1.0
2152.0,HAI,GL,MI,Three Rivers,Three Rivers Municipal Dr Haines,GA,-,0.0,1.0,1.0
2206.0,Y04,GL,MI,Traverse City,Sugar Loaf Resort,GA,-,0.0,1.0,1.0
12.0,MSP,GL,MN,Minneapolis,Minneapolis-St Paul International/Wold-Chamberlain,P,L,17019709.0,172701.0,17192410.0
198.0,RST,GL,MN,Rochester,Rochester International,P,N,149122.0,478.0,149600.0
199.0,DLH,GL,MN,Duluth,Duluth International,P,N,138997.0,483.0,139480.0
316.0,BJI,GL,MN,Bemidji,Bemidji Regional,P,N,25976.0,81.0,26057.0
321.0,STC,GL,MN,St. Cloud,St. Cloud Regional,P,N,25006.0,88.0,25094.0
337.0,BRD,GL,MN,Brainerd,Brainerd Lakes Regional,P,N,19192.0,14.0,19206.0
339.0,INL,GL,MN,International Falls,Falls International,P,N,18372.0,103.0,18475.0
398.0,HIB,GL,MN,Hibbing,Chisholm-Hibbing,P,N,9091.0,1106.0,10197.0
522.0,TVF,GL,MN,Thief River Falls,Thief River Falls Regional,CS,-,3392.0,0.0,3392.0
868.0,STP,GL,MN,St. Paul,St Paul Downtown Holman Field,GA,-,0.0,205.0,205.0
1041.0,FCM,GL,MN,Minneapolis,Flying Cloud,GA,-,0.0,69.0,69.0
