Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 08 Boardings,CY07 Boardings,% Change
1732.0,SO,NC,EXX,Lexington,Davidson County,GA,None,7.0,0.0,0.0
1759.0,SO,NC,UKF,North Wilkesboro,Wilkes County,GA,None,7.0,15.0,-0.5333
1811.0,SO,NC,NC06,Banner Elk,Elk River,GA,None,6.0,0.0,0.0
1813.0,SO,NC,OCW,Washington,Warren Field,GA,None,6.0,0.0,0.0
1841.0,SO,NC,AKH,Gastonia,Gastonia Municipal,GA,None,5.0,6.0,-0.1667
1857.0,SO,NC,IPJ,Lincolnton,Lincolnton-Lincoln County Regional,GA,None,5.0,1.0,4.0
1859.0,SO,NC,LBT,Lumberton,Lumberton Municipal,GA,None,5.0,1.0,4.0
1868.0,SO,NC,NC10,Macon,Nocarva,GA,None,5.0,0.0,0.0
1874.0,SO,NC,RCZ,Rockingham,Richmond County,GA,None,5.0,0.0,0.0
1885.0,SO,NC,ZEF,Elkin,Elkin Municipal,GA,None,5.0,0.0,0.0
1898.0,SO,NC,60J,Ocean Isle Beach,Odell Williamson Municipal,GA,None,4.0,0.0,0.0
1968.0,SO,NC,24A,Sylva,Jackson County,GA,None,3.0,0.0,0.0
1984.0,SO,NC,8A7,Mocksville,Twin Lakes,GA,None,3.0,0.0,0.0
1995.0,SO,NC,CPC,Whiteville,Columbus County Municipal,GA,None,3.0,0.0,0.0
2001.0,SO,NC,ETC,Tarboro,Tarboro-Edgecombe,GA,None,3.0,0.0,0.0
2101.0,SO,NC,EYF,Elizabethtown,Curtis L Brown Jr Field,GA,None,2.0,0.0,0.0
2128.0,SO,NC,MEB,Maxton,Laurinburg-Maxton,GA,None,2.0,0.0,0.0
2134.0,SO,NC,N52,Waxhaw,Jaars-Townsend,GA,None,2.0,0.0,0.0
2156.0,SO,NC,VUJ,Albemarle,Stanly County,GA,None,2.0,0.0,0.0
2160.0,SO,NC,W95,Ocracoke,Ocracoke Island,GA,None,2.0,0.0,0.0
2183.0,SO,NC,5W8,Siler City,Siler City Municipal,GA,None,1.0,0.0,0.0
2187.0,SO,NC,7NC2,Corolla,Pine Island,GA,None,1.0,1.0,0.0
2221.0,SO,NC,FQD,Rutherfordton,Rutherford County-Marchman Field,GA,None,1.0,0.0,0.0
2235.0,SO,NC,JNX,Smithfield,Johnston County,GA,None,1.0,0.0,0.0
145.0,GL,ND,FAR,Fargo,Hector International,P,N,326941.0,300848.0,0.0867
184.0,GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,178005.0,182918.0,-0.0269
227.0,GL,ND,GFK,Grand Forks,Grand Forks International,P,N,88093.0,82700.0,0.0652
241.0,GL,ND,MOT,Minot,Minot International,P,N,71595.0,70960.0,0.0089
382.0,GL,ND,ISN,Williston,Sloulin Field International,P,N,12163.0,10396.0,0.17
413.0,GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,CS,None,9164.0,7603.0,0.2053
521.0,GL,ND,DVL,Devils Lake,Devils Lake Regional,CS,None,3216.0,3580.0,-0.1017
542.0,GL,ND,JMS,Jamestown,Jamestown Regional,CS,None,2769.0,2208.0,0.2541
798.0,GL,ND,MIB,Minot,Minot AFB,GA,None,380.0,264.0,0.4394
930.0,GL,ND,GWR,Gwinner,Gwinner-Roger Melroe Field,GA,None,149.0,0.0,0.0
1877.0,GL,ND,S25,Watford City,Watford City Municipal,GA,None,5.0,0.0,0.0
1920.0,GL,ND,D50,Crosby,Crosby Municipal,GA,None,4.0,0.0,0.0
64.0,CE,NE,OMA,Omaha,Eppley Airfield,P,M,2136880.0,2162954.0,-0.0121
190.0,CE,NE,LNK,Lincoln,Lincoln,P,N,163177.0,170105.0,-0.0407
383.0,CE,NE,EAR,Kearney,Kearney Regional,P,N,11956.0,12707.0,-0.0591
398.0,CE,NE,BFF,Scottsbluff,Western Nebraska Regional/William B. Heilig Field,P,N,10608.0,11973.0,-0.114
406.0,CE,NE,LBF,North Platte,North Platte Regional Airport Lee Bird Field,P,N,10288.0,11173.0,-0.0792
424.0,CE,NE,GRI,Grand Island,Central Nebraska Regional,CS,None,7961.0,9159.0,-0.1308
574.0,CE,NE,CDR,Chadron,Chadron Municipal,GA,None,2152.0,2457.0,-0.1241
605.0,CE,NE,MCK,McCook,McCook Ben Nelson Regional,GA,None,1848.0,3031.0,-0.3903
614.0,CE,NE,AIA,Alliance,Alliance Municipal,GA,None,1786.0,2010.0,-0.1114
653.0,CE,NE,OFF,Omaha,Offutt AFB,GA,None,1293.0,1189.0,0.0875
971.0,CE,NE,MLE,Omaha,Millard,GA,None,118.0,11.0,9.7273
1131.0,CE,NE,VTN,Valentine,Miller Field,GA,None,51.0,13.0,2.9231
1222.0,CE,NE,HDE,Holdrege,Brewster Field,GA,None,36.0,3.0,11.0
1235.0,CE,NE,OGA,Ogallala,Searle Field,GA,None,34.0,4.0,7.5
1271.0,CE,NE,ODX,Ord,Evelyn Sharp Field,GA,None,30.0,0.0,0.0
1326.0,CE,NE,ANW,Ainsworth,Ainsworth Municipal,GA,None,24.0,5.0,3.8
1345.0,CE,NE,BTA,Blair,Blair Municipal,GA,None,23.0,11.0,1.0909
1354.0,CE,NE,OFK,Norfolk,Karl Stefan Memorial,GA,None,23.0,26.0,-0.1154
1374.0,CE,NE,SNY,Sidney,Sidney Municipal/Lloyd W. Carr Field,GA,None,22.0,15.0,0.4667
1453.0,CE,NE,OLU,Columbus,Columbus Municipal,GA,None,17.0,15.0,0.1333
1481.0,CE,NE,LXN,Lexington,Jim Kelly Field,GA,None,15.0,0.0,0.0
1507.0,CE,NE,RBE,Bassett,Rock County,GA,None,14.0,0.0,0.0
1544.0,CE,NE,BUB,Burwell,Cram Field,GA,None,12.0,0.0,0.0
1545.0,CE,NE,BVN,Albion,Albion Municipal,GA,None,12.0,30.0,-0.6
1569.0,CE,NE,12K,Superior,Superior Municipal,GA,None,11.0,2.0,4.5
1696.0,CE,NE,HSI,Hastings,Hastings Municipal,GA,None,8.0,0.0,0.0
1733.0,CE,NE,FET,Fremont,Fremont Municipal,GA,None,7.0,0.0,0.0
1940.0,CE,NE,ONL,O'Neill,The O'Neill Municipal-John L Baker Field,GA,None,4.0,32.0,-0.875
2151.0,CE,NE,TIF,Thedford,Thomas County,GA,None,2.0,0.0,0.0
68.0,NE,NH,MHT,Manchester,Manchester,P,S,1834875.0,1920911.0,-0.0448
269.0,NE,NH,PSM,Portsmouth,Portsmouth International at Pease,P,N,49962.0,58057.0,-0.1394
423.0,NE,NH,LEB,Lebanon,Lebanon Municipal,CS,None,8294.0,12514.0,-0.3372
783.0,NE,NH,CON,Concord,Concord Municipal,GA,None,435.0,444.0,-0.0203
877.0,NE,NH,LCI,Laconia,Laconia Municipal,GA,None,212.0,211.0,0.0047
885.0,NE,NH,NH33,Pembroke,Brigham,GA,None,200.0,40.0,4.0
1141.0,NE,NH,ASH,Nashua,Boire Field,GA,None,48.0,12.0,3.0
1159.0,NE,NH,EEN,Keene,Dillant-Hopkins,GA,None,45.0,24.0,0.875
1241.0,NE,NH,AFN,Jaffrey,Jaffrey Airport-Silver Ranch,GA,None,33.0,0.0,0.0
1533.0,NE,NH,NH35,Hampton,Fisher Scientific,GA,None,13.0,0.0,0.0
1601.0,NE,NH,BML,Berlin,Berlin Regional,GA,None,10.0,4.0,1.5
1663.0,NE,NH,NH31,Wolfeboro,Mountain View Field,GA,None,9.0,0.0,0.0
1780.0,NE,NH,8B1,Hillsboro,Hawthorne-Feather Airpark,GA,None,6.0,0.0,0.0
1836.0,NE,NH,1P1,Plymouth,Plymouth Municipal,GA,None,5.0,0.0,0.0
1924.0,NE,NH,HIE,Whitefield,Mount Washington Regional,GA,None,4.0,10.0,-0.6
2045.0,NE,NH,2B3,Newport,Parlin Field,GA,None,2.0,0.0,0.0
2057.0,NE,NH,4C4,Colebrook,Gifford Field,GA,None,2.0,0.0,0.0
2061.0,NE,NH,5B9,Haverhill,Dean Memorial,GA,None,2.0,0.0,0.0
2088.0,NE,NH,CNH,Claremont,Claremont Municipal,GA,None,2.0,0.0,0.0
2098.0,NE,NH,ERR,Errol,Errol,GA,None,2.0,0.0,0.0
2182.0,NE,NH,5M3,Moultonboro,Moultonboro,GA,None,1.0,0.0,0.0
11.0,EA,NJ,EWR,Newark,Newark Liberty International,P,L,17599578.0,18163652.0,-0.0311
114.0,EA,NJ,ACY,Atlantic City,Atlantic City International,P,S,527873.0,566076.0,-0.0675
333.0,EA,NJ,WRI,Wrightstown,McGuire AFB,GA,None,20585.0,11887.0,0.7317
379.0,EA,NJ,TEB,Teterboro,Teterboro,GA,None,12573.0,16243.0,-0.2259
655.0,EA,NJ,MMU,Morristown,Morristown Municipal,GA,None,1276.0,1521.0,-0.1611
686.0,EA,NJ,TTN,Trenton,Trenton Mercer,GA,None,974.0,24634.0,-0.9605
708.0,EA,NJ,BLM,Belmar,Monmouth Executive,GA,None,765.0,742.0,0.031
1032.0,EA,NJ,LDJ,Linden,Linden,GA,None,86.0,4.0,20.5
1064.0,EA,NJ,59NJ,Colts Neck,Due Process Stables,GA,None,72.0,0.0,0.0
1186.0,EA,NJ,CDW,Caldwell,Essex County,GA,None,40.0,88.0,-0.5455
1270.0,EA,NJ,MIV,Millville,Millville Municipal,GA,None,30.0,22.0,0.3636
1387.0,EA,NJ,MJX,Toms River,Robert J. Miller Air Park,GA,None,21.0,27.0,-0.2222
1677.0,EA,NJ,39N,Rocky Hill,Princeton,GA,None,8.0,27.0,-0.7037
1869.0,EA,NJ,NJ08,Cape May Court House,Stone Harbor Golf Club,GA,None,5.0,0.0,0.0
1896.0,EA,NJ,4NJ5,Sayreville,Raritan Center,GA,None,4.0,0.0,0.0
1963.0,EA,NJ,WWD,Wildwood,Cape May County,GA,None,4.0,11.0,-0.6364
1969.0,EA,NJ,26NJ,Cape May Court House,Burdette Tomlin Memorial Hospital,GA,None,3.0,0.0,0.0
2024.0,EA,NJ,SMQ,Bedminster,Somerset,GA,None,3.0,0.0,0.0
2039.0,EA,NJ,15NJ,Belford,Werner,GA,None,2.0,0.0,0.0
2040.0,EA,NJ,19N,Berlin,Camden County,GA,None,2.0,0.0,0.0
2042.0,EA,NJ,1N7,Blairstown,Blairstown,GA,None,2.0,0.0,0.0
2056.0,EA,NJ,47N,Manville,Central Jersey Regional,GA,None,2.0,0.0,0.0
2254.0,EA,NJ,N87,Robbinsville,Trenton-Robbinsville,GA,None,1.0,0.0,0.0
2284.0,EA,NJ,VAY,Mount Holly,South Jersey Regional,GA,None,1.0,0.0,0.0
54.0,SW,NM,ABQ,Albuquerque,Albuquerque International Sunport,P,M,3158971.0,3239096.0,-0.0247
295.0,SW,NM,ROW,Roswell,Roswell International Air Center,P,N,34712.0,15112.0,1.297
346.0,SW,NM,FMN,Farmington,Four Corners Regional,P,N,17044.0,26769.0,-0.3633
481.0,SW,NM,GUP,Gallup,Gallup Municipal,CS,None,4222.0,4185.0,0.0088
552.0,SW,NM,SVC,Silver City,Grant County,CS,None,2607.0,2196.0,0.1872
557.0,SW,NM,CVN,Clovis,Clovis Municipal,GA,None,2419.0,2561.0,-0.0554
568.0,SW,NM,CNM,Carlsbad,Cavern City Air Terminal,GA,None,2207.0,2972.0,-0.2574
618.0,SW,NM,HOB,Hobbs,Lea County Regional,GA,None,1755.0,2125.0,-0.1741
641.0,SW,NM,LRU,Las Cruces,Las Cruces International,GA,None,1453.0,900.0,0.6144
785.0,SW,NM,ALM,Alamogordo,Alamogordo-White Sands Regional,GA,None,414.0,486.0,-0.1481
802.0,SW,NM,ZUN,Black Rock,Black Rock,GA,None,374.0,391.0,-0.0435
803.0,SW,NM,94E,Silver City,Whiskey Creek,GA,None,370.0,350.0,0.0571
808.0,SW,NM,SAF,Santa Fe,Santa Fe Municipal,GA,None,355.0,11175.0,-0.9682
850.0,SW,NM,SRR,Ruidoso,Sierra Blanca Regional,GA,None,278.0,153.0,0.817
902.0,SW,NM,0.0,Crownpoint,Crownpoint,GA,None,177.0,157.0,0.1274
915.0,SW,NM,HMN,Alamogordo,Holloman AFB,GA,None,165.0,461.0,-0.6421
1042.0,SW,NM,DMN,Deming,Deming Municipal,GA,None,81.0,76.0,0.0658
1057.0,SW,NM,TCS,Truth or Consequences,Truth Or Consequences Municipal,GA,None,75.0,82.0,-0.0854
1060.0,SW,NM,E06,Lovington,Lea County-Zip Franklin Memorial,GA,None,73.0,0.0,0.0
1253.0,SW,NM,LVS,Las Vegas,Las Vegas Municipal,GA,None,32.0,46.0,-0.3043
1287.0,SW,NM,5V5,Shiprock,Shiprock Airstrip,GA,None,28.0,50.0,-0.44
1361.0,SW,NM,5T6,Santa Teresa,Dona Ana County at Santa Teresa,GA,None,22.0,6.0,2.6667
1503.0,SW,NM,NM78,Columbus,Hacienda Sur Luna,GA,None,14.0,12.0,0.1667
1670.0,SW,NM,RTN,Raton,Raton Municipal/Crews Field,GA,None,9.0,100.0,-0.91
1754.0,SW,NM,SKX,Taos,Taos Regional,GA,None,7.0,10.0,-0.3
1782.0,SW,NM,AEG,Albuquerque,Double Eagle II,GA,None,6.0,4.0,0.5
1806.0,SW,NM,LAM,Los Alamos,Los Alamos,GA,None,6.0,0.0,0.0
1846.0,SW,NM,CAO,Clayton,Clayton Municipal Airpark,GA,None,5.0,6.0,-0.1667
1922.0,SW,NM,F37,Carrizozo,Carrizozo Municipal,GA,None,4.0,0.0,0.0
2013.0,SW,NM,ONM,Socorro,Socorro Municipal,GA,None,3.0,0.0,0.0
2036.0,SW,NM,0NM0,Columbus,Columbus Municipal,GA,None,2.0,0.0,0.0
2111.0,SW,NM,GNT,Grants,Grants-Milan Municipal,GA,None,2.0,42.0,-0.9524
2150.0,SW,NM,TCC,Tucumcari,Tucumcari Municipal,GA,None,2.0,6.0,-0.6667
2222.0,SW,NM,FSU,Fort Sumner,Fort Sumner Municipal,GA,None,1.0,1.0,0.0
7.0,WP,NV,LAS,Las Vegas,McCarran International,P,L,21024443.0,22537950.0,-0.0672
63.0,WP,NV,RNO,Reno,Reno/Tahoe International,P,M,2150816.0,2450451.0,-0.1223
149.0,WP,NV,BVU,Boulder City,Boulder City Municipal,P,N,300553.0,122049.0,1.4626
247.0,WP,NV,VGT,Las Vegas,North Las Vegas,P,N,67389.0,85900.0,-0.2155
323.0,WP,NV,EKO,Elko,Elko Regional,P,N,25523.0,28523.0,-0.1052
536.0,WP,NV,LSV,Las Vegas,Nellis AFB,GA,None,2880.0,2467.0,0.1674
723.0,WP,NV,HND,Las Vegas,Henderson Executive,GA,None,692.0,114.0,5.0702
817.0,WP,NV,NFL,Fallon,Fallon NAS /Van Voorhis Field/,GA,None,335.0,0.0,0.0
866.0,WP,NV,ELY,Ely,Ely /Yelland Field/,GA,None,239.0,736.0,-0.6753
946.0,WP,NV,N58,Fernley,Tiger Field,GA,None,139.0,0.0,0.0
1019.0,WP,NV,MEV,Minden,Minden-Tahoe,GA,None,95.0,68.0,0.3971
1072.0,WP,NV,CXP,Carson City,Carson,GA,None,68.0,20.0,2.4
1094.0,WP,NV,FLX,Fallon,Fallon Municipal,GA,None,60.0,0.0,0.0
1302.0,WP,NV,NV83,Round Mountain,Hadley,GA,None,27.0,0.0,0.0
1357.0,WP,NV,05U,Eureka,Eureka,GA,None,22.0,8.0,1.75
1377.0,WP,NV,TPH,Tonopah,Tonopah,GA,None,22.0,0.0,0.0
1391.0,WP,NV,RTS,Reno,Reno/Stead,GA,None,21.0,1.0,20.0
1600.0,WP,NV,BAM,Battle Mountain,Battle Mountain,GA,None,10.0,0.0,0.0
1664.0,WP,NV,O43,Yerington,Yerington Municipal,GA,None,9.0,0.0,0.0
1800.0,WP,NV,HTH,Hawthorne,Hawthorne Industrial,GA,None,6.0,6.0,0.0
1882.0,WP,NV,WMC,Winnemucca,Winnemucca Municipal,GA,None,5.0,20.0,-0.75
2184.0,WP,NV,67L,Mesquite,Mesquite,GA,None,1.0,4.0,-0.75
2243.0,WP,NV,LOL,Lovelock,Derby Field,GA,None,1.0,0.0,0.0
6.0,EA,NY,JFK,New York,John F Kennedy International,P,L,23620948.0,23401351.0,0.0094
20.0,EA,NY,LGA,New York,La Guardia,P,L,11567586.0,12529890.0,-0.0768
58.0,EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2744501.0,2677183.0,0.0251
78.0,EA,NY,ALB,Albany,Albany International,P,S,1365854.0,1423754.0,-0.0407
79.0,EA,NY,ROC,Rochester,Greater Rochester International,P,S,1349694.0,1431412.0,-0.0571
85.0,EA,NY,SYR,Syracuse,Syracuse Hancock International,P,S,1105143.0,1179113.0,-0.0627
87.0,EA,NY,ISP,Islip,Long Island MacArthur,P,S,1048768.0,1167515.0,-0.1017
92.0,EA,NY,HPN,White Plains,Westchester County,P,S,904482.0,823478.0,0.0984
132.0,EA,NY,SWF,Newburgh,Stewart International,P,S,392464.0,455045.0,-0.1375
216.0,EA,NY,BGM,Binghamton,Greater Binghamton/Edwin A Link Field,P,N,108325.0,120465.0,-0.1008
219.0,EA,NY,ELM,Elmira/Corning,Elmira/Corning Regional,P,N,104508.0,99211.0,0.0534
224.0,EA,NY,ITH,Ithaca,Ithaca Tompkins Regional,P,N,91866.0,85665.0,0.0724
276.0,EA,NY,PBG,Plattsburgh,Plattsburgh International,P,N,45998.0,2772.0,15.5938
364.0,EA,NY,GTB,Fort Drum,Wheeler-Sack AAF,GA,None,14457.0,9128.0,0.5838
365.0,EA,NY,IAG,Niagara Falls,Niagara Falls International,GA,None,14122.0,9260.0,0.5251
454.0,EA,NY,6N5,New York,East 34th Street,CS,None,5515.0,4344.0,0.2696
475.0,EA,NY,JHW,Jamestown,Chautauqua County/Jamestown,CS,None,4415.0,4059.0,0.0877
479.0,EA,NY,SLK,Saranac Lake,Adirondack Regional,CS,None,4252.0,3413.0,0.2458
501.0,EA,NY,FRG,North Babylon,Republic,GA,None,3586.0,2813.0,0.2748
571.0,EA,NY,JRB,New York,Downtown Manhattan/Wall St,GA,None,2191.0,3761.0,-0.4174
630.0,EA,NY,RME,Rome,Griffiss International,GA,None,1601.0,1648.0,-0.0285
687.0,EA,NY,MSS,Massena,Massena International-Richards Field,GA,None,971.0,2102.0,-0.5381
688.0,EA,NY,HTO,East Hampton,East Hampton,GA,None,923.0,300.0,2.0767
726.0,EA,NY,OIC,Norwich,Lt Warren Eaton,GA,None,680.0,7.0,96.1429
740.0,EA,NY,OGS,Ogdensburg,Ogdensburg International,GA,None,603.0,2576.0,-0.7659
755.0,EA,NY,ART,Watertown,Watertown International,GA,None,524.0,7471.0,-0.9299
782.0,EA,NY,FOK,Westhampton Beach,Francis S Gabreski,GA,None,441.0,361.0,0.2216
865.0,EA,NY,6N7,New York,New York Skyports Inc,GA,None,240.0,0.0,0.0
942.0,EA,NY,0B8,Fishers Island,Elizabeth Field,GA,None,140.0,33.0,3.2424
955.0,EA,NY,JRA,New York,West 30th St.,GA,None,130.0,45.0,1.8889
1020.0,EA,NY,MTP,Montauk,Montauk,GA,None,95.0,9.0,9.5556
1061.0,EA,NY,GFL,Glens Falls,Floyd Bennett Memorial,GA,None,73.0,70.0,0.0429
1137.0,EA,NY,ELZ,Wellsville,"Wellsville Municipal Airport,Tarantine Field",GA,None,49.0,31.0,0.5806
1168.0,EA,NY,POU,Poughkeepsie,Dutchess County,GA,None,44.0,36.0,0.2222
1239.0,EA,NY,87N,Southampton,Southampton,GA,None,33.0,0.0,0.0
1260.0,EA,NY,MSV,Monticello,Sullivan County International,GA,None,31.0,13.0,1.3846
1276.0,EA,NY,44N,Millbrook,Sky Acres,GA,None,29.0,1.0,28.0
1392.0,EA,NY,SCH,Schenectady,Schenectady County,GA,None,21.0,15.0,0.4
1431.0,EA,NY,5B2,Saratoga Springs,Saratoga County,GA,None,18.0,44.0,-0.5909
1454.0,EA,NY,PEO,Penn Yan,Penn Yan,GA,None,17.0,622.0,-0.9727
1457.0,EA,NY,VGC,Hamilton,Hamilton Municipal,GA,None,17.0,17.0,0.0
1662.0,EA,NY,N66,Oneonta,Oneonta Municipal,GA,None,9.0,16.0,-0.4375
1665.0,EA,NY,OLE,Olean,Cattaraugus County-Olean,GA,None,9.0,8.0,0.125
1701.0,EA,NY,MGJ,Montgomery,Orange County,GA,None,8.0,7.0,0.1429
1727.0,EA,NY,D38,Canandaigua,Canandaigua,GA,None,7.0,5.0,0.4
1767.0,EA,NY,1B1,Hudson,Columbia County,GA,None,6.0,12.0,-0.5
1834.0,EA,NY,13NY,Stony Brook,Health Sciences Center Unv Hospital,GA,None,5.0,0.0,0.0
1870.0,EA,NY,NY0,Johnstown,Fulton County,GA,None,5.0,1.0,4.0
1900.0,EA,NY,6B9,Skaneateles,Skaneateles Aero Drome,GA,None,4.0,0.0,0.0
1901.0,EA,NY,7G0,Brockport,Ledgedale Airpark,GA,None,4.0,0.0,0.0
1978.0,EA,NY,4G6,Hornell,Hornell Municipal,GA,None,3.0,2.0,0.5
1997.0,EA,NY,D88,Sherman,Pratt's Eastern Divide,GA,None,3.0,0.0,0.0
2002.0,EA,NY,GVQ,Batavia,Genesee County,GA,None,3.0,0.0,0.0
2019.0,EA,NY,PLB,Plattsburgh,Clinton County,GA,None,3.0,873.0,-0.9966
2035.0,EA,NY,07NY,Monticello,MMC,GA,None,2.0,0.0,0.0
2058.0,EA,NY,4NY9,Elmont,Belmont Park,GA,None,2.0,0.0,0.0
2064.0,EA,NY,6NK3,Manhasset,North Shore University Hospital Nr 2,GA,None,2.0,0.0,0.0
2093.0,EA,NY,DSV,Dansville,Dansville Municipal,GA,None,2.0,6.0,-0.6667
2132.0,EA,NY,N03,Cortland,Cortland County-Chase Field,GA,None,2.0,6.0,-0.6667
2133.0,EA,NY,N23,Sidney,Sidney Municipal,GA,None,2.0,0.0,0.0
2263.0,EA,NY,PTD,Potsdam,Potsdam Municipal/Damon Field/,GA,None,1.0,87.0,-0.9885
34.0,GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,5387625.0,5571219.0,-0.033
52.0,GL,OH,CMH,Columbus,Port Columbus International,P,M,3419513.0,3827349.0,-0.1066
76.0,GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,1454618.0,1412758.0,0.0296
102.0,GL,OH,CAK,Akron,Akron-Canton Regional,P,S,722337.0,691603.0,0.0444
207.0,GL,OH,TOL,Toledo,Toledo Express,P,N,129553.0,169679.0,-0.2365
344.0,GL,OH,YNG,Youngstown,Youngstown-Warren Regional,P,N,17837.0,17572.0,0.0151
385.0,GL,OH,LCK,Columbus,Rickenbacker International,P,N,11706.0,3833.0,2.054
585.0,GL,OH,BKL,Cleveland,Burke Lakefront,GA,None,2059.0,1854.0,0.1106
587.0,GL,OH,LUK,Cincinnati,Cincinnati Municipal Airport Lunken Field,GA,None,2039.0,636.0,2.206
749.0,GL,OH,FFO,Dayton,Wright-Patterson AFB,GA,None,555.0,415.0,0.3373
794.0,GL,OH,LNN,Willoughby,Willoughby Lost Nation Municipal,GA,None,390.0,11.0,34.4545
811.0,GL,OH,16G,Tiffin,Seneca County,GA,None,344.0,347.0,-0.0086
860.0,GL,OH,OSU,Columbus,Ohio State University,GA,None,249.0,177.0,0.4068
871.0,GL,OH,MNN,Marion,Marion Municipal,GA,None,225.0,117.0,0.9231
879.0,GL,OH,MFD,Mansfield,Mansfield Lahm Regional,GA,None,206.0,225.0,-0.0844
884.0,GL,OH,5G7,Bluffton,Bluffton,GA,None,202.0,36.0,4.6111
892.0,GL,OH,PCW,Port Clinton,Carl R Keller Field,GA,None,190.0,35.0,4.4286
904.0,GL,OH,FDY,Findlay,Findlay,GA,None,176.0,4.0,43.0
920.0,GL,OH,CGF,Cleveland,Cuyahoga County,GA,None,156.0,969.0,-0.839
996.0,GL,OH,3W2,Put-in-Bay,Put-in-Bay,GA,None,102.0,16.0,5.375
1047.0,GL,OH,TDZ,Walbridge,Metcalf Field,GA,None,80.0,43.0,0.8605
1054.0,GL,OH,HAO,Hamilton,Butler County Regional,GA,None,77.0,115.0,-0.3304
1058.0,GL,OH,MGY,Dayton,Dayton-Wright Brothers,GA,None,74.0,19.0,2.8947
1063.0,GL,OH,38D,Salem,Salem Airpark Inc,GA,None,72.0,63.0,0.1429
1081.0,GL,OH,SGH,Springfield,Springfield-Beckley Municipal,GA,None,64.0,87.0,-0.2644
1082.0,GL,OH,5A1,Norwalk,Norwalk-Huron County,GA,None,63.0,14.0,3.5
1115.0,GL,OH,LPR,Lorain,Lorain County Regional,GA,None,54.0,14.0,2.8571
1187.0,GL,OH,FZI,Fostoria,Fostoria Metropolitan,GA,None,40.0,58.0,-0.3103
1203.0,GL,OH,4I9,Mount Gilead,Morrow County,GA,None,38.0,48.0,-0.2083
1206.0,GL,OH,SKY,Sandusky,Griffing Sandusky,GA,None,38.0,38.0,0.0
1217.0,GL,OH,CQA,Celina,Lakefield,GA,None,36.0,33.0,0.0909
1225.0,GL,OH,VTA,Newark,Newark-Heath,GA,None,36.0,44.0,-0.1818
1229.0,GL,OH,1G0,Bowling Green,Wood County,GA,None,34.0,73.0,-0.5342
1250.0,GL,OH,AXV,Wapakoneta,Neil Armstrong,GA,None,32.0,1.0,31.0
1289.0,GL,OH,AKR,Akron,Akron Fulton International,GA,None,28.0,13.0,1.1538
1316.0,GL,OH,DLZ,Delaware,Delaware Municipal,GA,None,25.0,21.0,0.1905
1359.0,GL,OH,12G,Shelby,Shelby Community,GA,None,22.0,0.0,0.0
1368.0,GL,OH,I68,Lebanon,Lebanon-Warren County,GA,None,22.0,40.0,-0.45
1389.0,GL,OH,MWO,Middletown,Middletown Regional/Hook Field,GA,None,21.0,0.0,0.0
1401.0,GL,OH,I23,Washington Court House,Fayette County,GA,None,20.0,13.0,0.5385
1410.0,GL,OH,1G3,Stow,Kent State University,GA,None,19.0,0.0,0.0
1445.0,GL,OH,0G6,Bryan,Williams County,GA,None,17.0,6.0,1.8333
1469.0,GL,OH,TZR,Columbus,Bolton Field,GA,None,16.0,12.0,0.3333
1513.0,GL,OH,UNI,Athens,Ohio University Snyder Field,GA,None,14.0,12.0,0.1667
1555.0,GL,OH,ISZ,Cincinnati,Cincinnati-Blue Ash,GA,None,12.0,18.0,-0.3333
1580.0,GL,OH,I40,Coshocton,Richard Downing,GA,None,11.0,0.0,0.0
1597.0,GL,OH,4G4,Youngstown,Youngstown Elser Metro,GA,None,10.0,48.0,-0.7917
1661.0,GL,OH,MRT,Marysville,Union County,GA,None,9.0,29.0,-0.6897
1676.0,GL,OH,1G5,Medina,Medina Municipal,GA,None,8.0,0.0,0.0
1697.0,GL,OH,I66,Wilmington,Clinton Field,GA,None,8.0,0.0,0.0
1699.0,GL,OH,LHQ,Lancaster,Fairfield County,GA,None,8.0,13.0,-0.3846
1714.0,GL,OH,ZZV,Zanesville,Zanesville Municipal,GA,None,8.0,1.0,7.0
1735.0,GL,OH,I69,Batavia,Clermont County,GA,None,7.0,0.0,0.0
1751.0,GL,OH,S24,Fremont,Sandusky County Regional,GA,None,7.0,20.0,-0.65
1758.0,GL,OH,TSO,Carrollton,Carroll County-Tolson,GA,None,7.0,5.0,0.4
1763.0,GL,OH,02G,East Liverpool,Columbiana County,GA,None,6.0,4.0,0.5
1801.0,GL,OH,I12,Sidney,Sidney Municipal,GA,None,6.0,0.0,0.0
1802.0,GL,OH,I95,Kenton,Hardin County,GA,None,6.0,0.0,0.0
1815.0,GL,OH,OXD,Oxford,Miami University,GA,None,6.0,6.0,0.0
1817.0,GL,OH,PHD,New Philadelphia,Harry Clever Field,GA,None,6.0,11.0,-0.4545
1890.0,GL,OH,1G8,Toronto,Eddie Dew Memorial Airpark,GA,None,4.0,0.0,0.0
1911.0,GL,OH,AOH,Lima,Lima Allen County,GA,None,4.0,0.0,0.0
