Rank,FAA Region,ST,Locid,City,Airport Name,Arpt Category,Hub Size,CY 11 Enplanements,CY 10 Enplanements,% Change
59,AL,AK,ANC,Anchorage,Ted Stevens Anchorage International,P,M,2354987,2342310,0.0054
121,AL,AK,FAI,Fairbanks,Fairbanks International,P,S,438188,435392,0.0064
141,AL,AK,JNU,Juneau,Juneau International,P,N,355499,344057,0.0333
196,AL,AK,BET,Bethel,Bethel,P,N,152366,144353,0.0555
223,AL,AK,KTN,Ketchikan,Ketchikan International,P,N,102086,100138,0.0195
229,AL,AK,ENA,Kenai,Kenai Municipal,P,N,90806,86857,0.0455
236,AL,AK,ADQ,Kodiak,Kodiak,P,N,81149,80303,0.0105
249,AL,AK,SIT,Sitka,Sitka Rocky Gutierrez,P,N,65193,64536,0.0102
252,AL,AK,OTZ,Kotzebue,Ralph Wien Memorial,P,N,62738,62177,0.009
258,AL,AK,OME,Nome,Nome,P,N,58892,56658,0.0394
280,AL,AK,5KE,Ketchikan,Ketchikan Harbor,GA,None,43858,43737,0.0028
285,AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,41083,40141,0.0235
287,AL,AK,AKN,King Salmon,King Salmon,P,N,40345,41514,-0.0282
294,AL,AK,SCC,Deadhorse,Deadhorse,P,N,37711,37319,0.0105
303,AL,AK,HOM,Homer,Homer,P,N,35863,38407,-0.0662
310,AL,AK,DLG,Dillingham,Dillingham,P,N,30406,42927,-0.2917
311,AL,AK,DUT,Unalaska,Unalaska,P,N,30048,26711,0.1249
330,AL,AK,LHD,Anchorage,Lake Hood,P,N,23497,19789,0.1874
332,AL,AK,MRI,Anchorage,Merrill Field,P,N,23344,14972,0.5592
350,AL,AK,PSG,Petersburg,Petersburg James A Johnson,P,N,18318,18468,-0.0081
353,AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,17731,17856,-0.007
363,AL,AK,ANI,Aniak,Aniak,P,N,16217,16394,-0.0108
364,AL,AK,VDZ,Valdez,Valdez Pioneer Field,P,N,16147,15739,0.0259
380,AL,AK,KSM,St Mary's,St Mary's,P,N,12415,9891,0.2552
381,AL,AK,UNK,Unalakleet,Unalakleet,P,N,12332,12693,-0.0284
386,AL,AK,MBA,Manokotak,Manokotak,P,N,11828,12409,-0.0468
388,AL,AK,WRG,Wrangell,Wrangell,P,N,11674,10882,0.0728
390,AL,AK,GST,Gustavus,Gustavus,P,N,11537,9996,0.1542
398,AL,AK,DGG,Red Dog Mine,Red Dog,GA,None,11017,10189,0.0813
405,AL,AK,GAL,Galena,Edward G. Pitka Sr,P,N,10862,12421,-0.1255
406,AL,AK,HNH,Hoonah,Hoonah,P,N,10815,10759,0.0052
410,AL,AK,YAK,Yakutat,Yakutat,P,N,10517,10035,0.048
411,AL,AK,EIL,Fairbanks,Eielson AFB,GA,None,10249,1735,4.9072
414,AL,AK,FYU,Fort Yukon,Fort Yukon,CS,None,9444,7986,0.1826
415,AL,AK,CDB,Cold Bay,Cold Bay,CS,None,9395,9261,0.0145
420,AL,AK,ENM,Emmonak,Emmonak,CS,None,9174,10537,-0.1294
429,AL,AK,HNS,Haines,Haines,CS,None,8618,9534,-0.0961
432,AL,AK,SGY,Skagway,Skagway,CS,None,8244,8531,-0.0336
442,AL,AK,ILI,Iliamna,Iliamna,CS,None,7396,6889,0.0736
448,AL,AK,EDF,Anchorage,Elmendorf AFB,GA,None,7059,1701,3.1499
454,AL,AK,AQH,Quinhagak,Quinhagak,CS,None,6392,6770,-0.0558
457,AL,AK,HPB,Hooper Bay,Hooper Bay,CS,None,6039,5949,0.0151
462,AL,AK,IIK,Kipnuk,Kipnuk,CS,None,5780,5919,-0.0235
468,AL,AK,VAK,Chevak,Chevak,GA,None,5578,5588,-0.0018
470,AL,AK,MCG,McGrath,McGrath,CS,None,5519,5242,0.0528
474,AL,AK,MOU,Mountain Village,Mountain Village,CS,None,5299,4927,0.0755
482,AL,AK,WLK,Selawik,Selawik,CS,None,4922,4828,0.0195
483,AL,AK,SDP,Sand Point,Sand Point,CS,None,4843,4281,0.1313
484,AL,AK,5Z9,Katmai National Park,Lake Brooks,GA,None,4739,2313,1.0489
485,AL,AK,Z09,Kasigluk,Kasigluk,CS,None,4674,4164,0.1225
487,AL,AK,WTK,Noatak,Noatak,CS,None,4549,4529,0.0044
488,AL,AK,SOV,Seldovia,Seldovia,CS,None,4538,5707,-0.2048
489,AL,AK,SCM,Scammon Bay,Scammon Bay,CS,None,4510,4155,0.0854
491,AL,AK,PHO,Point Hope,Point Hope,CS,None,4484,4713,-0.0486
496,AL,AK,OOK,Toksook Bay,Toksook Bay,CS,None,4338,4726,-0.0821
499,AL,AK,CFK,Chefornak,Chefornak,CS,None,4087,3640,0.1228
500,AL,AK,SVA,Savoonga,Savoonga,CS,None,4083,4323,-0.0555
501,AL,AK,D76,Noorvik,Robert /Bob/ Curtis Memorial,CS,None,4065,4661,-0.1279
502,AL,AK,2A9,Kotlik,Kotlik,GA,None,4035,3498,0.1535
504,AL,AK,DUY,Kongiganak,Kongiganak,CS,None,3947,4359,-0.0945
505,AL,AK,AKP,Anaktuvuk Pass,Anaktuvuk Pass,CS,None,3917,4031,-0.0283
506,AL,AK,MTM,Metlakatla,Metlakatla,CS,None,3657,4140,-0.1167
507,AL,AK,0AK,Pilot Station,Pilot Station,CS,None,3641,3564,0.0216
508,AL,AK,AWI,Wainwright,Wainwright,CS,None,3638,4129,-0.1189
509,AL,AK,GGV,Kwigillingok,Kwigillingok,CS,None,3625,3692,-0.0181
510,AL,AK,EEK,Eek,Eek,CS,None,3618,3340,0.0832
512,AL,AK,A61,Tuntutuliak,Tuntutuliak,CS,None,3585,3662,-0.021
513,AL,AK,KWT,Kwethluk,Kwethluk,CS,None,3579,3276,0.0925
514,AL,AK,KLG,Kalskag,Kalskag,CS,None,3538,3373,0.0489
516,AL,AK,Z13,Akiachak,Akiachak,CS,None,3499,2981,0.1738
518,AL,AK,16A,Nunapitchuk,Nunapitchuk,CS,None,3482,2877,0.2103
519,AL,AK,CGA,Craig,Craig,CS,None,3470,4368,-0.2056
520,AL,AK,GAM,Gambell,Gambell,CS,None,3429,3851,-0.1096
524,AL,AK,AUK,Alakanuk,Alakanuk,CS,None,3378,3213,0.0514
525,AL,AK,MDM,Marshall,Marshall Don Hunter Sr,CS,None,3376,3253,0.0378
526,AL,AK,BVK,Buckland,Buckland,CS,None,3338,3580,-0.0676
527,AL,AK,4K5,Ouzinkie,Ouzinkie,CS,None,3309,2784,0.1886
528,AL,AK,KVL,Kivalina,Kivalina,CS,None,3274,3481,-0.0595
529,AL,AK,IAN,Kiana,Bob Baker Memorial,CS,None,3267,3320,-0.016
530,AL,AK,6R7,Old Harbor,Old Harbor,CS,None,3239,3177,0.0195
531,AL,AK,HLA,Huslia,Huslia,CS,None,3232,3400,-0.0494
532,AL,AK,TYE,Tyonek,Tyonek,GA,None,3203,2925,0.095
533,AL,AK,VEE,Venetie,Venetie,CS,None,3186,2523,0.2628
535,AL,AK,TAL,Tanana,Ralph M Calhoun Memorial,CS,None,3166,3241,-0.0231
537,AL,AK,BLG,Beluga,Beluga,GA,None,3065,2308,0.328
538,AL,AK,KVC,King Cove,King Cove,CS,None,3040,2718,0.1185
540,AL,AK,SHH,Shishmaref,Shishmaref,CS,None,2989,3126,-0.0438
544,AL,AK,TLT,Tuluksak,Tuluksak,CS,None,2923,2658,0.0997
545,AL,AK,RSH,Russian Mission,Russian Mission,CS,None,2916,3002,-0.0286
546,AL,AK,NUL,Nulato,Nulato,CS,None,2914,3404,-0.1439
548,AL,AK,WBB,Stebbins,Stebbins,CS,None,2880,2603,0.1064
550,AL,AK,SNP,Saint Paul Island,St Paul Island,CS,None,2830,3229,-0.1236
552,AL,AK,2A3,Larsen Bay,Larsen Bay,CS,None,2753,2597,0.0601
555,AL,AK,KEB,English Bay,Nanwalek,CS,None,2696,3362,-0.1981
557,AL,AK,6A8,Allakaket,Allakaket,CS,None,2661,2482,0.0721
559,AL,AK,SMK,St Michael,St Michael,CS,None,2631,2297,0.1454
560,AL,AK,KTB,Thorne Bay,Thorne Bay,CS,None,2621,2608,0.005
561,AL,AK,ELI,Elim,Elim,CS,None,2570,2376,0.0816
562,AL,AK,C05,Chenega,Chenega Bay,GA,None,2542,35,71.6286
564,AL,AK,ORI,Port Lions,Port Lions,GA,None,2463,2257,0.0913
567,AL,AK,KKA,Koyuk,Koyuk Alfred Adams,GA,None,2413,2366,0.0199
569,AL,AK,AK40,McGrath,Nixon Fork Mine,GA,None,2397,60,38.95
570,AL,AK,AQT,Nuiqsut,Nuiqsut,GA,None,2380,2741,-0.1317
571,AL,AK,4A2,Atmautluak,Atmautluak,GA,None,2376,2115,0.1234
572,AL,AK,AFM,Ambler,Ambler,GA,None,2368,2110,0.1223
573,AL,AK,ATK,Atqasuk,Atqasuk Edward Burnell Sr Memorial,GA,None,2368,2499,-0.0524
574,AL,AK,EWU,Newtok,Newtok,GA,None,2352,2607,-0.0978
576,AL,AK,KTS,Brevig Mission,Brevig Mission,GA,None,2231,2133,0.0459
577,AL,AK,RBY,Ruby,Ruby,GA,None,2203,1809,0.2178
579,AL,AK,AKI,Akiak,Akiak,GA,None,2180,1960,0.1122
581,AL,AK,PGM,Port Graham,Port Graham,GA,None,2167,2738,-0.2085
586,AL,AK,2C7,Shaktoolik,Shaktoolik,GA,None,2078,2146,-0.0317
587,AL,AK,WNA,Napakiak,Napakiak,GA,None,2075,1891,0.0973
588,AL,AK,PKA,Napaskiak,Napaskiak,GA,None,2052,1868,0.0985
592,AL,AK,BTI,Kaktovik,Barter Island LRRS,GA,None,1989,2828,-0.2967
594,AL,AK,KAL,Kaltag,Kaltag,GA,None,1969,2325,-0.1531
595,AL,AK,SHG,Shungnak,Shungnak,GA,None,1955,2238,-0.1265
596,AL,AK,TPO,Port Alsworth,Port Alsworth,GA,None,1946,139,13
597,AL,AK,GLV,Golovin,Golovin,GA,None,1916,1753,0.093
598,AL,AK,4KA,Tununak,Tununak,GA,None,1909,2145,-0.11
599,AL,AK,ADK,Adak (Naval) Station/Mitchell Field,Adak,GA,None,1897,2097,-0.0954
600,AL,AK,ARC,Arctic Village,Arctic Village,GA,None,1865,2047,-0.0889
603,AL,AK,AGN,Angoon,Angoon,GA,None,1819,1680,0.0827
607,AL,AK,BTT,Bettles,Bettles,GA,None,1802,1403,0.2844
608,AL,AK,LKK,Kulik Lake,Kulik Lake,GA,None,1777,1104,0.6096
610,AL,AK,7KA,Tatitlek,Tatitlek,GA,None,1761,8,219.125
611,AL,AK,PIZ,Point Lay,Point Lay LRRS,GA,None,1759,1720,0.0227
615,AL,AK,HYL,Hollis,Hollis Clark Bay,GA,None,1650,1965,-0.1603
616,AL,AK,IGT,Nightmute,Nightmute,GA,None,1646,2074,-0.2064
617,AL,AK,TOG,Togiak Village,Togiak,GA,None,1638,2312,-0.2915
620,AL,AK,GNU,Goodnews Bay,Goodnews,GA,None,1599,1649,-0.0303
623,AL,AK,WMO,White Mountain,White Mountain,GA,None,1551,1495,0.0375
626,AL,AK,DEE,Deering,Deering,GA,None,1488,1291,0.1526
628,AL,AK,KAE,Kake,Kake,GA,None,1469,1440,0.0201
629,AL,AK,MYU,Mekoryuk,Mekoryuk,GA,None,1464,1529,-0.0425
632,AL,AK,OBU,Kobuk,Kobuk,GA,None,1417,1255,0.1291
633,AL,AK,IWK,Wales,Wales,GA,None,1414,1321,0.0704
637,AL,AK,TER,Teller,Teller,GA,None,1339,1254,0.0678
639,AL,AK,5NN,Nondalton,Nondalton,GA,None,1329,1202,0.1057
641,AL,AK,KNW,New Stuyahok,New Stuyahok,GA,None,1288,838,0.537
643,AL,AK,9K2,Kokhanok,Kokhanok,GA,None,1277,887,0.4397
647,AL,AK,EII,Egegik,Egegik,GA,None,1241,1305,-0.049
648,AL,AK,HCA,Holy Cross,Holy Cross,GA,None,1223,1155,0.0589
650,AL,AK,UUO,Willow,Willow,GA,None,1201,1800,-0.3328
652,AL,AK,PTH,Port Heiden,Port Heiden,GA,None,1189,1037,0.1466
653,AL,AK,HUS,Hughes,Hughes,GA,None,1182,1225,-0.0351
654,AL,AK,SXP,Sheldon Point,Sheldon Point,GA,None,1181,1351,-0.1258
657,AL,AK,KWF,Waterfall,Waterfall,GA,None,1148,1079,0.0639
659,AL,AK,PTU,Platinum,Platinum,GA,None,1139,1354,-0.1588
667,AL,AK,KGX,Grayling,Grayling,GA,None,1025,1005,0.0199
669,AL,AK,WBQ,Beaver,Beaver,GA,None,1021,1061,-0.0377
670,AL,AK,KQA,Akutan,Akutan,GA,None,1018,1246,-0.183
672,AL,AK,KYU,Koyukuk,Koyukuk,GA,None,1009,1254,-0.1954
673,AL,AK,AKK,Akhiok,Akhiok,GA,None,991,1209,-0.1803
675,AL,AK,CIK,Chalkyitsik,Chalkyitsik,GA,None,985,777,0.2677
680,AL,AK,IGG,Igiugig,Igiugig,GA,None,944,594,0.5892
684,AL,AK,ANV,Anvik,Anvik,GA,None,911,814,0.1192
690,AL,AK,Z78,Chignik,Chignik Bay,GA,None,836,874,-0.0435
691,AL,AK,PEC,Pelican,Pelican,GA,None,832,652,0.2761
692,AL,AK,AJC,Chignik,Chignik,GA,None,815,854,-0.0457
695,AL,AK,SVS,Stevens Village,Stevens Village,GA,None,793,1228,-0.3542
697,AL,AK,Z91,Birch Creek,Birch Creek,GA,None,772,361,1.1385
702,AL,AK,PEV,Perryville,Perryville,GA,None,734,667,0.1004
703,AL,AK,GBH,Galbraith Lake,Galbraith Lake,GA,None,719,878,-0.1811
704,AL,AK,CJX,Crooked Creek,Crooked Creek,GA,None,716,549,0.3042
707,AL,AK,PNP,Pilot Point,Pilot Point,GA,None,692,834,-0.1703
708,AL,AK,TKE,Tenakee Springs,Tenakee,GA,None,689,645,0.0682
709,AL,AK,KCL,Chignik Flats,Chignik Lagoon,GA,None,675,648,0.0417
710,AL,AK,JZZ,Koliganek,Koliganek,GA,None,663,572,0.1591
714,AL,AK,EAA,Eagle,Eagle,GA,None,638,734,-0.1308
716,AL,AK,SHX,Shageluk,Shageluk,GA,None,634,739,-0.1421
717,AL,AK,FSP,Nikolai,Nikolai,GA,None,625,367,0.703
720,AL,AK,TCT,Takotna,Takotna,GA,None,595,190,2.1316
721,AL,AK,9A3,Chuathbaluk,Chuathbaluk,GA,None,594,530,0.1208
724,AL,AK,4K0,Pedro Bay,Pedro Bay,GA,None,590,541,0.0906
730,AL,AK,CLP,Clarks Point,Clarks Point,GA,None,567,454,0.2489
734,AL,AK,KKU,Ekuk,Ekuk,GA,None,550,0,0
735,AL,AK,PPC,Prospect Creek,Prospect Creek,GA,None,546,639,-0.1455
738,AL,AK,PBV,St. George,St George,GA,None,523,643,-0.1866
747,AL,AK,A57,Yakutat,Alsek River,GA,None,465,0,0
749,AL,AK,KYK,Karluk,Karluk,GA,None,442,397,0.1134
751,AL,AK,KFP,False Pass,False Pass,GA,None,409,321,0.2741
752,AL,AK,9Z8,Levelock,Levelock,GA,None,408,447,-0.0872
758,AL,AK,CRC,Circle,Circle City /New/,GA,None,380,355,0.0704
759,AL,AK,1AK3,Cold Bay,Port Moller,GA,None,378,446,-0.1525
760,AL,AK,KEK,Ekwok,Ekwok,GA,None,377,284,0.3275
761,AL,AK,SLQ,Sleetmute,Sleetmute,GA,None,377,386,-0.0233
766,AL,AK,ELV,Elfin Cove,Elfin Cove,GA,None,358,305,0.1738
773,AL,AK,CXF,Coldfoot,Coldfoot,GA,None,340,212,0.6038
778,AL,AK,OUL,Nelson Lagoon,Nelson Lagoon,GA,None,316,449,-0.2962
779,AL,AK,AK78,Deadhorse,Badami,GA,None,312,7,43.5714
781,AL,AK,AKA,Atka,Atka,GA,None,302,322,-0.0621
804,AL,AK,9AK3,Tyonek,Nikolai Creek,GA,None,231,0,0
805,AL,AK,8AK9,Tok,Tok 2,GA,None,227,214,0.0607
807,AL,AK,A63,Twin Hills,Twin Hills,GA,None,216,199,0.0854
817,AL,AK,AHP,Port Alexander,Port Alexander,GA,None,176,146,0.2055
818,AL,AK,RMP,Rampart,Rampart,GA,None,176,224,-0.2143
819,AL,AK,DCK,Dahl Creek,Dahl Creek,GA,None,174,51,2.4118
820,AL,AK,SRV,Stony River,Stony River 2,GA,None,174,217,-0.1982
828,AL,AK,DM2,Diomede,Diomede,GA,None,161,272,-0.4081
830,AL,AK,51Z,Minto,Minto Al Wright,GA,None,160,294,-0.4558
831,AL,AK,84K,Meyers Chuck,Meyers Chuck,GA,None,159,161,-0.0124
834,AL,AK,UGB,Pilot Point,Ugashik Bay,GA,None,156,187,-0.1658
835,AL,AK,LUR,Cape Lisburne,Cape Lisburne LRRS,GA,None,155,200,-0.225
836,AL,AK,UTO,Utopia Creek,Indian Mountain LRRS,GA,None,154,173,-0.1098
840,AL,AK,BQV,Bartlett Cove,Bartlett Cove,GA,None,146,0,0
841,AL,AK,ALZ,Lazy Bay,Alitak,GA,None,144,107,0.3458
843,AL,AK,CZF,Cape Romanzof,Cape Romanzof LRRS,GA,None,143,145,-0.0138
848,AL,AK,SKW,Skwentna,Skwentna,GA,None,139,130,0.0692
849,AL,AK,GKN,Eureka,Gulkana,GA,None,136,141,-0.0355
850,AL,AK,EHM,Cape Newenham,Cape Newenham LRRS,GA,None,131,148,-0.1149
852,AL,AK,IKO,Nikolski,Nikolski AS,GA,None,131,160,-0.1813
854,AL,AK,MHM,Lake Minchumina,Minchumina,GA,None,130,124,0.0484
857,AL,AK,KCC,Coffman Cove,Coffman Cove,GA,None,127,74,0.7162
864,AL,AK,3AK5,Kenai,Drift River,GA,None,123,178,-0.309
868,AL,AK,5NK,Naknek,Naknek,GA,None,120,275,-0.5636
870,AL,AK,SYA,Shemya,Eareckson AS,GA,None,120,0,0
871,AL,AK,UMT,Umiat,Umiat,GA,None,119,107,0.1121
874,AL,AK,TNC,Tin City,Tin City LRRS,GA,None,118,190,-0.3789
875,AL,AK,WSN,South Naknek,South Naknek Nr 2,GA,None,115,190,-0.3947
881,AL,AK,76AK,Delta Junction,Pogo Mine Airstrip,GA,None,108,96,0.125
882,AL,AK,FBK,Fairbanks/Ft Wainwright,Ladd AAF,GA,None,106,563,-0.8117
883,AL,AK,AK15,Deadhorse,Alpine Airstrip,GA,None,105,0,0
889,AL,AK,KXA,Kasaan,Kasaan,GA,None,97,125,-0.224
890,AL,AK,96Z,North Whale Pass,North Whale,GA,None,96,99,-0.0303
894,AL,AK,UBW,Kuparuk,Ugnu-Kuparuk,GA,None,94,38,1.4737
895,AL,AK,4Z7,Hyder,Hyder,GA,None,92,101,-0.0891
906,AL,AK,RDV,Red Devil,Red Devil,GA,None,77,136,-0.4338
909,AL,AK,EXI,Excursion Inlet,Excursion Inlet,GA,None,75,30,1.5
911,AL,AK,HYG,Hydaburg,Hydaburg,GA,None,74,38,0.9474
915,AL,AK,ENN,Nenana,Nenana Municipal,GA,None,71,79,-0.1013
920,AL,AK,19P,Port Protection,Port Protection,GA,None,68,84,-0.1905
923,AL,AK,CXC,Chitina,Chitina,GA,None,65,0,0
926,AL,AK,TLJ,Takotna,Tatalina LRRS,GA,None,64,88,-0.2727
942,AL,AK,CZN,Chisana,Chisana,GA,None,53,44,0.2045
943,AL,AK,A29,Sitka,Sitka,GA,None,52,41,0.2683
946,AL,AK,15Z,McCarthy,McCarthy,GA,None,50,54,-0.0741
948,AL,AK,MLY,Manley Hot Springs,Manley Hot Springs,GA,None,49,41,0.1951
974,AL,AK,A79,Chignik Lake,Chignik Lake,GA,None,35,35,0
982,AL,AK,37AK,Big Mountain Radio Relay Site (U.S. Air Force),Big Mountain,GA,None,32,2,15
998,AL,AK,CEM,Central,Central,GA,None,29,20,0.45
1003,AL,AK,FWL,Farewell,Farewell,GA,None,28,7,3
1022,AL,AK,WCR,Chandalar Lake,Chandalar Lake,GA,None,25,42,-0.4048
1027,AL,AK,K29,Council,Council,GA,None,24,0,0
1028,AL,AK,KPY,Port Bailey,Port Bailey,GA,None,24,11,1.1818
1025,AL,AK,CYT,Yakataga,Yakataga,GA,None,24,0,0
1033,AL,AK,KPB,Point Baker,Point Baker,GA,None,23,23,0
1034,AL,AK,KWP,West Point,West Point Village,GA,None,23,34,-0.3235
1037,AL,AK,AK13,Chena Hot Springs,Chena Hot Springs,GA,None,22,8,1.75
1041,AL,AK,19AK,Icy Bay,Icy Bay,GA,None,21,0,0
1042,AL,AK,KPR,Port Williams,Port Williams,GA,None,21,12,0.75
1049,AL,AK,KOY,Olga Bay,Olga Bay,GA,None,20,18,0.1111
1046,AL,AK,AK63,Palmer,Pat-Mar Strip,GA,None,20,0,0
1058,AL,AK,KKB,Kitoi Bay,Kitoi Bay,GA,None,19,28,-0.3214
1059,AL,AK,KMY,Moser Bay,Moser Bay,GA,None,19,16,0.1875
1066,AL,AK,ZNC,Nyac,Nyac,GA,None,19,20,-0.05
1075,AL,AK,KCR,Colorado Creek,Colorado Creek,GA,None,18,0,0
1067,AL,AK,2K5,Telida,Telida,GA,None,18,0,0
1079,AL,AK,AK81,Amook Bay,Amook Bay,GA,None,17,19,-0.1053
1086,AL,AK,Z17,Ophir,Ophir,GA,None,17,0,0
1089,AL,AK,AKW,Klawock,Klawock,GA,None,16,15,0.0667
1088,AL,AK,A14,Portage Creek,Portage Creek,GA,None,16,16,0
1093,AL,AK,SXQ,Soldotna,Soldotna,GA,None,16,23,-0.3043
1098,AL,AK,FNR,Funter Bay,Funter Bay,GA,None,15,11,0.3636
1095,AL,AK,2AK6,Hogatza,Hog River,GA,None,15,9,0.6667
1102,AL,AK,MYK,May Creek,May Creek,GA,None,15,8,0.875
1113,AL,AK,KPC,Port Clarence,Port Clarence CGS,GA,None,14,140,-0.9
1134,AL,AK,WSJ,San Juan,San Juan /Uganik/,GA,None,13,0,0
1138,AL,AK,CHP,Circle Hot Springs,Circle Hot Springs,GA,None,12,55,-0.7818
1168,AL,AK,TSG,Tanacross,Tanacross,GA,None,11,97,-0.8866
1172,AL,AK,BGQ,Big Lake,Big Lake,GA,None,10,0,0
1177,AL,AK,FLT,Flat,Flat,GA,None,10,5,1
1191,AL,AK,TKA,Talkeetna,Talkeetna,GA,None,10,2,4
1182,AL,AK,IYS,Wasilla,Wasilla,GA,None,10,0,0
1195,AL,AK,BIG,Delta Junction Ft Greely,Allen AAF,GA,None,9,22,-0.5909
1193,AL,AK,2AK,Lime Village,Lime Village,GA,None,9,13,-0.3077
1211,AL,AK,CYM,Chatham,Chatham,GA,None,8,8,0
1210,AL,AK,CKX,Chicken,Chicken,GA,None,8,7,0.1429
1218,AL,AK,GSZ,Granite Mountain,Granite Mountain AS,GA,None,8,11,-0.2727
1226,AL,AK,SWD,Seward,Seward,GA,None,8,8,0
1232,AL,AK,D66,Delta Junction,Delta Junction,GA,None,7,350,-0.98
1251,AL,AK,46AK,Homer,Bear Cove Farm,GA,None,6,9,-0.3333
1256,AL,AK,AK60,Jensens,Fort Jensen,GA,None,6,0,0
1316,AL,AK,HRR,Healy,Healy River,GA,None,5,8,-0.375
1291,AL,AK,57A,Tokeen,Tokeen,GA,None,5,0,0
1341,AL,AK,5C5,Craig,El Capitan Lodge,GA,None,4,0,0
1368,AL,AK,MOS,Elim,Moses Point,GA,None,4,4,0
1339,AL,AK,4AK8,Napaimute,Napaimute Pioneer Airfield,GA,None,4,10,-0.6
1372,AL,AK,NIN,Ninilchik,Ninilchik,GA,None,4,0,0
1394,AL,AK,4AK1,Deadhorse,Inigok,GA,None,3,14,-0.7857
1428,AL,AK,ORT,Fairbanks North Star (Borough),Northway,GA,None,3,55,-0.9455
1391,AL,AK,2Z6,False Island,False Island,GA,None,3,0,0
1459,AL,AK,AK75,Candle,Candle 2,GA,None,2,4,-0.5
1451,AL,AK,4AK,Livengood,Livengood Camp,GA,None,2,4,-0.5
1521,AL,AK,WSB,Steamboat Bay,Steamboat Bay,GA,None,2,0,0
1530,AL,AK,5A8,Aleknagik,Aleknagik /New,GA,None,1,5,-0.8
1548,AL,AK,CKU,Cordova,Cordova Municipal,GA,None,1,0,0
1593,AL,AK,SVW,Sparrevohn,Sparrevohn LRRS,GA,None,1,8,-0.875
73,SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,1429282,1443215,-0.0097
109,SO,AL,HSV,Huntsville,Huntsville International-Carl T Jones Field,P,S,614601,606127,0.014
156,SO,AL,MOB,Mobile,Mobile Regional,P,N,288461,277232,0.0405
183,SO,AL,MGM,Montgomery,Montgomery Regional (Dannelly Field),P,N,188177,194540,-0.0327
273,SO,AL,DHN,Dothan,Dothan Regional,P,N,46388,41453,0.1191
436,SO,AL,MSL,Muscle Shoals,Northwest Alabama Regional,CS,None,7812,8680,-0.1
568,SO,AL,TCL,Tuscaloosa,Tuscaloosa Regional,GA,None,2406,2931,-0.1791
698,SO,AL,BFM,Mobile,Mobile Downtown,GA,None,760,13,57.4615
726,SO,AL,ANB,Anniston,Anniston Regional,GA,None,586,494,0.1862
728,SO,AL,AUO,Auburn,Auburn University Regional,GA,None,582,6,96
929,SO,AL,JKA,Gulf Shores,Jack Edwards,GA,None,61,333,-0.8168
1023,SO,AL,1A9,Prattville,Prattville - Grouby Field,GA,None,24,0,0
1112,SO,AL,DYA,Demopolis,Demopolis Municipal,GA,None,14,7,1
1160,SO,AL,MDQ,Huntsville,Madison County Executive/Tom Sharp Jr Field,GA,None,11,0,0
1197,SO,AL,DCU,Mooresville,Pryor Field Regional,GA,None,9,0,0
1231,SO,AL,CQF,Fairhope,H. L. (Sonny) Callahan,GA,None,7,0,0
1355,SO,AL,EKY,Bessemer,Bessemer,GA,None,4,8,-0.5
1470,SO,AL,EET,Alabaster,Shelby County,GA,None,2,2,0
1455,SO,AL,8A0,Albertville,Albertville Regional-Thomas J Brumlik Field,GA,None,2,0,0
1504,SO,AL,PRN,Greenville,MacCrenshaw Memorial,GA,None,2,2,0
1510,SO,AL,SCD,Sylacauga,Merkel Field Sylacauga Municipal,GA,None,2,6,-0.6667
1529,SO,AL,4R3,Jackson,Jackson Municipal,GA,None,1,0,0
85,SW,AR,LIT,Little Rock,Adams Field,P,S,1063673,1097403,-0.0307
112,SW,AR,XNA,Bentonville,Northwest Arkansas Regional,P,S,538850,549195,-0.0188
232,SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,84136,83902,0.0028
313,SW,AR,TXK,Texarkana,Texarkana Regional-Webb Field,P,N,28698,26690,0.0752
551,SW,AR,HRO,Harrison,Boone County,CS,None,2771,1778,0.5585
606,SW,AR,ELD,El Dorado,South Arkansas Regional at Goodwin Field,GA,None,1803,1222,0.4755
624,SW,AR,HOT,Hot Springs,Memorial Field,GA,None,1543,799,0.9312
674,SW,AR,JBR,Jonesboro,Jonesboro Municipal,GA,None,989,522,0.8946
678,SW,AR,LRF,Jacksonville,Little Rock AFB,GA,None,964,789,0.2218
679,SW,AR,FYV,Fayetteville,Drake Field,GA,None,945,1091,-0.1338
1063,SW,AR,ROG,Rogers,Rogers Municipal-Carter Field,GA,None,19,88,-0.7841
1158,SW,AR,FLP,Flippin,Marion County Regional,GA,None,11,11,0
1173,SW,AR,BPK,Mountain Home,Baxter County,GA,None,10,0,0
1171,SW,AR,ASG,Springdale,Springdale Municipal,GA,None,10,0,0
1246,SW,AR,VBT,Bentonville,Bentonville Municipal/Louise M Thaden Field,GA,None,7,6,0.1667
1314,SW,AR,H35,Clarksville,Clarksville Municipal,GA,None,5,0,0
1323,SW,AR,PGR,Paragould,Kirk Field,GA,None,5,8,-0.375
1348,SW,AR,BVX,Batesville,Batesville Regional,GA,None,4,0,0
1352,SW,AR,CRT,Crossett,Z M Jack Stell Field,GA,None,4,5,-0.2
1344,SW,AR,AGO,Magnolia,Magnolia Municipal,GA,None,4,0,0
